group,log_text,Data Issue,Coding Issue,Configure Issue,Design Flaw,Enviorment Issue,Boundary Condition Missed,Logic Error,Network,Security
group89,"Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.legacy.bean.PermissionListBean.hasPermission(java.lang.String, java.lang.String, long) of a null object loaded from local variable 'permList' problem in AcmeServlet",1,1,0,0,0,0,0,0,0
group90,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.legacy.bean.PermissionListBean.hasPermission(java.lang.String, java.lang.String, long) of a null object loaded from local variable 'permList'  threw exception",1,1,0,0,0,0,0,0,0
group91,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getCountryCode() of a null object loaded from local variable 'candidateBean'  java.lang.NullPointerException (errorId=3e553442-c426-4761-8e4e-ec572e24766c, fingerprint=3b0daa387e83a5de4a9d631ea0f6f54ea37eac56, timestamp=2020-10-11T22:42:00.150-0400): while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getCountryCode() of a null object loaded from local variable 'candidateBean'",1,1,0,0,0,0,0,0,0
group92,"java.lang.NullPointerException: while trying to invoke the method com.jobs2web.collections.geolocation.response.GeoLocationResponse.getSearchResultList() of a null object loaded from local variable 'geoLocationResponse' java.lang.NullPointerException (errorId=467da1e6-0397-45d3-8f4e-3098560ba389, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:41:56.552+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group93,"java.lang.NullPointerException: while trying to invoke the method javax.servlet.http.HttpSession.getAttribute(java.lang.String) of a null object returned from javax.servlet.http.HttpServletRequest.getSession(bool) java.lang.NullPointerException (errorId=657d5bc3-356c-4b5f-9a58-cf1380dc1032, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:41:49.114+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group94,java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.bo.customreport.valueobject.ReportVO.getType() of a null object loaded from local variable 'reportVO' ,1,1,0,0,0,0,0,0,0
group95,java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.client.javabean.UserJB.getUserContext() of a null object returned from com.plateausystems.elms.util.helper.TMSUserContextUtil.getUserJB()  Unable to initialize the statusSetId or department/location/division list,1,1,0,0,0,0,0,0,0
group96,"Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getCompanyBean() of a null object loaded from field com.successfactors.legacy.ui.servlet.DowntimeNotifier.paramBean of an object loaded from local variable 'this' ExceptionRootCauseTag=46bc8940f745f5b7a52c2c1bf945094317ed8ee8,ExceptionStackTraceTag=2d1942b69a38117962e812283cb1a93e46f18599",1,1,0,0,0,0,0,0,0
group97,java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getCompanyBean() of a null object loaded from field com.successfactors.legacy.ui.servlet.DowntimeNotifier.paramBean of an object loaded from local variable 'this'  with root cause,1,1,0,0,0,0,0,0,0
group98,java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.api.model.IHrisElementField.getRelatedHrisElement() of a null object loaded from local variable 'hrisField' Error in processing event,1,1,0,0,0,0,0,0,0
group99,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmcandidate.service.source.CandidateProfileSourceResponse.getResponseObject() of a null object returned from com.successfactors.rcmcandidate.service.source.GetCandidateFromExternalSource.getResponse() ExceptionRootCauseTag=8b565cf45a84a79480785dd84ddc3b6005ecde80,ExceptionStackTraceTag=fe3bde6efd0f5308e44bf0ca2b0da0a7b03ac0ec",1,1,0,0,0,0,0,0,0
group101,java.lang.NullPointerException: while trying to invoke the method com.jobs2web.model.Site.getSslInTalentCommunity() of a null object loaded from field com.jobs2web.feed.FeedBuilder.site of an object loaded from local variable 'this'  Unable to initialize the statusSetId or department/location/division list,1,1,0,0,0,0,0,0,0
group102,"java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.client.javabean.UserJB.getThemingInfoJB() of a null object returned from com.plateausystems.elms.util.helper.TMSUserContextUtil.getUserJB() Unable to download, id=2838785",1,1,0,0,0,0,0,0,0
group103,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.genericobject.api.StatusEnum.name() of a null object returned from com.successfactors.payroll.bean.PayrollSystemConfiguration.getStatus()  ExceptionRootCauseTag=2f1fb1da8b1743aa47cf715e55f4cf343129135c,ExceptionStackTraceTag=37e38c2eb9c74b2617a7179b52f46474b91e321a",1,1,0,0,0,0,0,0,0
group104,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getCompanyBean() of a null object loaded from field com.successfactors.trial.ui.controller.TrialSplashController.params of an object loaded from local variable 'this' problem in AcmeServlet,1,1,0,0,0,0,0,0,0
group105,java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getCompanyBean() of a null object loaded from field com.successfactors.trial.ui.controller.TrialSplashController.params of an object loaded from local variable 'this'  threw exception,1,1,0,0,0,0,0,0,0
group106,java.lang.NullPointerException: while trying to load from a null object array loaded from field com.successfactors.legacy.ui.servlet.RateGapImageGeneratorServlet$Params.scaleValues of an object loaded from local variable 'this' Exception,1,1,0,0,0,0,0,0,0
group107,"java.lang.NullPointerException: while trying to invoke the method java.lang.String.split(java.lang.String) of a null object returned from com.successfactors.documentgeneration.app.DocumentGenerationTemplate.getTokens() java.lang.NullPointerException (errorId=9516a2b4-5a91-4327-bfa9-fa85c69ef724, fingerprint=da552afffd028cb8e8db24b1a40ae698ad919077, timestamp=2020-10-12T04:35:01.538+0200): while trying to invoke the method java.lang.String.split(java.lang.String) of a null object returned from com.successfactors.documentgeneration.app.DocumentGenerationTemplate.getTokens()",1,1,0,0,0,0,0,0,0
group108,"java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object returned from com.successfactors.user.bean.UserBean.getUserManagerId() java.lang.NullPointerException (errorId=5ca5e94f-e63d-4fba-aa69-4e27777ee77c, fingerprint=7ab865ddb5d004b3d109aa5499dd43f3a4c112ca, timestamp=2020-10-12T13:33:13.928+1100): while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object returned from com.successfactors.user.bean.UserBean.getUserManagerId()",1,1,0,0,0,0,0,0,0
group109,java.lang.NullPointerException: while trying to invoke the method java.lang.String.hashCode() of a null object returned from com.plateausystems.elms.bo.questionnairesurveys.valueobject.QuestionnaireSurveyAnswerChoicesDisplayVOX.getChoiceLabel() ,1,1,0,0,0,0,0,0,0
group110,"java.lang.NullPointerException: while trying to get the length of a null array loaded from local variable 'vos' Unable to download, id=1728600",1,1,0,0,0,0,0,0,0
group111,java.lang.NullPointerException: while trying to invoke the method com.jobs2web.model.vo.JobVO.getRefindKey() of a null object loaded from local variable 'dbJobVO'  Unable to initialize the statusSetId or department/location/division list,1,1,0,0,0,0,0,0,0
group112,java.lang.NullPointerException: while trying to invoke the method com.successfactors.analytics.subject.schema.hris.sac.ReportElementResult.getLogicalTable() of a null object loaded from local variable 'result'  attributes : {sdsName=person},1,1,0,0,0,0,0,0,0
group113,java.lang.NullPointerException: while trying to invoke the method com.successfactors.user.bean.UserBean.isValidUser() of a null object loaded from local variable 'processedUser' Process UpdateDirectReportsNumber event failed.,1,1,0,0,0,0,0,0,0
group114,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.gm.api.bean.IField.getId() of a null object loaded from local variable 'field' problem in AcmeServlet,1,1,0,0,0,0,0,0,0
group115,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.bean.vo.FieldData.getValue() of a null object loaded from local variable 'eventVO' java.lang.NullPointerException (errorId=abecda9e-6fb3-4cac-8886-2ec09d9e5388, fingerprint=fd094f42eaed9764bcad6401d2eee0a2828b0aa3, timestamp=2020-10-12T13:29:47.750+1100): while trying to invoke the method com.successfactors.hris.bean.vo.FieldData.getValue() of a null object loaded from local variable 'eventVO'",1,1,0,0,0,0,0,0,0
group116,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.bean.vo.FieldData.getValue() of a null object loaded from local variable 'eventVO' ExceptionRootCauseTag=fd094f42eaed9764bcad6401d2eee0a2828b0aa3,ExceptionStackTraceTag=685762b6b63b80a35b5060ec89a038e697f10b64",1,1,0,0,0,0,0,0,0
group117,java.lang.NullPointerException: while trying to invoke the method com.jobs2web.model.vo.SocialMedia.getApiKey() of a null object loaded from local variable 'seekApi'  Unable to initialize the statusSetId or department/location/division list,1,1,0,0,0,0,0,0,0
group118,"Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmjobreq.bean.JobReqBean.getOperators() of a null object loaded from local variable 'jobReq' ExceptionRootCauseTag=565c9a110e096c15b7b5540291639f922b3a9094,ExceptionStackTraceTag=19b2404bcfb85179fc53fe658088da4f9c79056f",1,1,0,0,0,0,0,0,0
group119,java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmjobreq.bean.JobReqBean.getOperators() of a null object loaded from local variable 'jobReq'  with root cause,1,1,0,0,0,0,0,0,0
group120,"java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.bo.authorization.interfaces.UserContext.getUserType() of a null object loaded from local variable 'userContext' java.lang.NullPointerException (errorId=1670016f-dc46-4c78-94ef-05b31aa15f1e, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:28:19.808+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group121,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object returned from javax.servlet.http.HttpServletRequest.getParameter(java.lang.String) ExceptionRootCauseTag=daa8e591e3b2cac3c9b023e38311c5619a1dd68c,ExceptionStackTraceTag=9637a8c212d0a643f3e29823a1c2ec55941c97dd",1,1,0,0,0,0,0,0,0
group122,"java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.client.javabean.StudentJB.getCurrentStudentID() of a null object loaded from local variable 'studentJB' java.lang.NullPointerException (errorId=130451fe-f483-41be-91bb-2f411da75ba5, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:26:10.210+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group123,"java.lang.NullPointerException: while trying to invoke the method java.lang.String.equalsIgnoreCase(java.lang.String) of a null object loaded from local variable 'matrixRelationshipType'  Error happen when invoke rule function: getMatrixPositionCodeByType, root cause: while trying to invoke the method java.lang.String.equalsIgnoreCase(java.lang.String) of a null object loaded from local variable 'matrixRelationshipType'",1,1,0,0,0,0,0,0,0
group124,java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmapplication.ui.fb.FBJobApplication.isApplicationDenied() of a null object loaded from local variable 'fbJobApplication'  with root cause,1,1,0,0,0,0,0,0,0
group125,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmapplication.ui.fb.FBJobApplication.isApplicationDenied() of a null object loaded from local variable 'fbJobApplication'  ended request due to exception,1,1,0,0,0,0,0,0,0
group126,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getUserId() of a null object loaded from local variable 'params' ExceptionRootCauseTag=a269d20ed330ed66a29920d448e799dc4561cc86,ExceptionStackTraceTag=f45b44ef721083b87e3daccd6bb6a18bdf4318b8",1,1,0,0,0,0,0,0,0
group127,java.lang.NullPointerException: while trying to invoke the method java.lang.String.startsWith(java.lang.String) of a null object loaded from local variable 'redirectUrl'  with root cause,1,1,0,0,0,0,0,0,0
group128,java.lang.NullPointerException: while trying to invoke the method org.apache.olingo.odata2.api.ep.entry.ODataEntry.getProperties() of a null object loaded from local variable 'entry'  Add template field audit failed for the field currency error: java.lang.NullPointerException: while trying to invoke the method java.lang.Object.toString() of a null object loaded from local variable 'oldValue',1,1,0,0,0,0,0,0,0
group129,"Caused by: java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.bo.component.valueobject.ComponentPK.getComponentTypeID() of a null object loaded from local variable 'componentPK' java.lang.NullPointerException (errorId=a8637dc7-3f3f-4715-b8c7-9bfd8c1eeb7c, fingerprint=48d989f3fcae8ecc25f581afc675b8a949b70efb, timestamp=2020-10-12T10:24:24.419+0800): while trying to invoke the method com.successfactors.hris.bean.eo.EmpEmailInfoEO.setEmailType(java.lang.String) of a null object loaded from local variable 'bean'",1,1,0,0,0,0,0,0,0
group130,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmapplication.bean.JobApplication.getApplicant() of a null object loaded from local variable 'jobApplication'  java.lang.NullPointerException (errorId=d2947b27-e17f-4873-bbe5-d848dc01de3a, fingerprint=5005f75b83e64adcef3d0b741b3cf3dfdd69b878, timestamp=2020-10-12T13:24:03.086+1100): while trying to invoke the method com.successfactors.rcmapplication.bean.JobApplication.getApplicant() of a null object loaded from local variable 'jobApplication'",1,1,0,0,0,0,0,0,0
group131,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getUserId() of a null object loaded from local variable 'params' java.lang.NullPointerException (errorId=f4e51f68-c593-432e-afbe-1e1279de3835, fingerprint=5b5be7a525cf1b60e4ead7d754c21fbf4435bde6, timestamp=2020-10-12T02:24:00.071+0000): while trying to invoke the method com.successfactors.platform.bean.ParamBean.getUserId() of a null object loaded from local variable 'params'",1,1,0,0,0,0,0,0,0
group132,java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.bean.model.HrisElementModel.getDataFields() of a null object loaded from local variable 'compInfoModel'  SQLException caught in getting Succession Data Model's user config list,1,1,0,0,0,0,0,0,0
group133,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.CompanyBean.getFeatureSet() of a null object returned from com.successfactors.pmcommon.ui.fb.sect.FBSectUI.getCompanyBean() problem in AcmeServlet,1,1,0,0,0,0,0,0,0
group134,java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.CompanyBean.getFeatureSet() of a null object returned from com.successfactors.pmcommon.ui.fb.sect.FBSectUI.getCompanyBean()  threw exception,1,1,0,0,0,0,0,0,0
group135,Caused by: java.lang.NullPointerException: while trying to invoke the method java.util.Vector.size() of a null object loaded from field com.successfactors.pm360.ui.fb.FBSectUI_StateSummary.formList of an object loaded from local variable 'this' problem in AcmeServlet,1,1,0,0,0,0,0,0,0
group136,java.lang.NullPointerException: while trying to get the length of a null array loaded from local variable 'bytes' Exception happens in _sendBatchStepDue:,1,1,0,0,0,0,0,0,0
group137,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.absence.app.employeetimeaccount.accrual.change.RemovedAccruals.getAccount() of a null object loaded from local variable 'removedAccruals'  Job Execution failed.,1,1,0,0,0,0,0,0,0
group138,"java.lang.NullPointerException: while trying to invoke the method java.util.List.iterator() of a null object returned from com.successfactors.hris.bean.vo.HirePeopleList.getPeople() java.lang.NullPointerException (errorId=b80ef685-632b-4d0f-8f88-0d1b1924b86d, fingerprint=61bd54b6cf86cc69f24f5007dfde0d8afb63d168, timestamp=2020-10-12T10:19:45.550+0800): while trying to invoke the method java.util.List.iterator() of a null object returned from com.successfactors.hris.bean.vo.HirePeopleList.getPeople()",1,1,0,0,0,0,0,0,0
group139,"java.lang.NullPointerException: null java.lang.NullPointerException (errorId=018fa70d-c187-45b5-901b-0798ee8790fd, fingerprint=83143efc2c5166c6ab35073a5b74d30f902a715b, timestamp=2020-10-12T10:19:26.322+0800): while trying to invoke the method com.successfactors.edu.api.bean.EmployeeProfileBean.getUser() of a null object loaded from local variable 'profile'",1,1,0,0,0,0,0,0,0
group140,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getCandidateId() of a null object loaded from local variable 'candidate'  error in isValidPvtPostHash,1,1,0,0,0,0,0,0,0
group141,"Caused by: java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object returned from com.successfactors.platform.bean.ParamBean.getUserId() ExceptionRootCauseTag=4165d50bedf333359a42dddfdb0dd48cd7927c81,ExceptionStackTraceTag=91f5f3d461c412f233e5d6eb1dfdbef85a43a223",1,1,0,0,0,0,0,0,0
group142,java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object returned from com.successfactors.platform.bean.ParamBean.getUserId()  with root cause,1,1,0,0,0,0,0,0,0
group143,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getCandidateId() of a null object loaded from field com.successfactors.rcmcommon.ui.util.RCMSocialApplyHelper.candidateBean of an object loaded from local variable 'this'  java.lang.NullPointerException (errorId=05d20184-6be7-40b9-9ba8-6ceb50aaa285, fingerprint=9fa121d49c1f81d5d7ccbdf79d17b370b2d103ab, timestamp=2020-10-12T13:18:10.035+1100): while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.getCandidateId() of a null object loaded from field com.successfactors.rcmcommon.ui.util.RCMSocialApplyHelper.candidateBean of an object loaded from local variable 'this'",1,1,0,0,0,0,0,0,0
group144,"java.lang.NullPointerException: while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object returned from com.successfactors.edu.api.peopleprofile.bean.config.ui.IMDFBlockConfig.getObjectType() java.lang.NullPointerException (errorId=1781a698-eb8e-41ac-b6c4-cd72ec8e85c9, fingerprint=c3e7de46afb963e15921f66f97cdcd47f57363de, timestamp=2020-10-12T02:17:09.852+0000): while trying to invoke the method java.lang.String.equals(java.lang.Object) of a null object returned from com.successfactors.edu.api.peopleprofile.bean.config.ui.IMDFBlockConfig.getObjectType()",1,1,0,0,0,0,0,0,0
group145,Caused by: java.lang.NullPointerException: while trying to get the length of a null array loaded from local variable 'val' DAOException caught:,1,1,0,0,0,0,0,0,0
group146,"Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.absence.app.employeetimeaccount.accrual.periods.DatePeriod.includes(java.util.Date) of a null object loaded from local variable 'entitlementPeriod' Unable to download, id=1302564",1,1,0,0,0,0,0,0,0
group147,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.bean.eo.EmpEmailInfoEO.setEmailType(java.lang.String) of a null object loaded from local variable 'bean' java.lang.NullPointerException (errorId=0c344de5-191a-4203-8918-6c26a53e44ae, fingerprint=48d989f3fcae8ecc25f581afc675b8a949b70efb, timestamp=2020-10-12T10:15:34.955+0800): while trying to invoke the method com.successfactors.hris.bean.eo.EmpEmailInfoEO.setEmailType(java.lang.String) of a null object loaded from local variable 'bean'",1,1,0,0,0,0,0,0,0
group148,java.lang.NullPointerException: while trying to invoke the method com.successfactors.genericobject.api.changerequest.RelatedOperationContextClassification.getCauseMessage() of a null object returned from com.successfactors.genericobject.api.changerequest.ErrorReasonInfoHolder.getRootCauseRelation() Fail to get error reason by uuid 5685CF397B14404CB12E716E5234C5CC,1,1,0,0,0,0,0,0,0
group149,"java.lang.NullPointerException: while trying to read the field 'cdate' of a null object loaded from local variable 'date'  Error happen when invoke rule function: averageJobInfoValue, root cause: while trying to read the field 'cdate' of a null object loaded from local variable 'date'",1,1,0,0,0,0,0,0,0
group151,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.hris.bean.eo.EmpEmailInfoEO.setEmailType(java.lang.String) of a null object loaded from local variable 'bean' ExceptionRootCauseTag=48d989f3fcae8ecc25f581afc675b8a949b70efb,ExceptionStackTraceTag=ef4e667d98ee48af524ffb175b9f0da2c2bfd058",1,1,0,0,0,0,0,0,0
group152,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.analytics.rom.IARBReport.getReportName() of a null object loaded from local variable 'report' exception root cause,1,1,0,0,0,0,0,0,0
group153,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.gm.ui.fb.FBTGMBrowse.getIntro() of a null object returned from com.successfactors.gm.ui.fb.FBTGMv10.getChildFB() problem in AcmeServlet,1,1,0,0,0,0,0,0,0
group154,java.lang.NullPointerException: while trying to invoke the method com.successfactors.gm.ui.fb.FBTGMBrowse.getIntro() of a null object returned from com.successfactors.gm.ui.fb.FBTGMv10.getChildFB()  threw exception,1,1,0,0,0,0,0,0,0
group155,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.isFeatureExist(com.successfactors.legacy.bean.provisioning.FeatureEnum) of a null object loaded from field com.successfactors.edu.service.permission.EmployeeProfilePermissionFacade.params of an object loaded from local variable 'this' java.lang.NullPointerException (errorId=e98573e8-2766-42b5-819d-31957fd432af, fingerprint=06f508af832bca3133acc119f26044720cc2f2e4, timestamp=2020-10-12T13:13:58.729+1100): while trying to invoke the method com.successfactors.platform.bean.ParamBean.isFeatureExist(com.successfactors.legacy.bean.provisioning.FeatureEnum) of a null object loaded from field com.successfactors.edu.service.permission.EmployeeProfilePermissionFacade.params of an object loaded from local variable 'this'",1,1,0,0,0,0,0,0,0
group156,"java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.client.javabean.UserJB.getUserName() of a null object loaded from local variable 'userJB'  Error happen when invoke rule function: triggerMDFAlertEvent, root cause: while trying to invoke the method java.util.Date.getTime() of a null object loaded from local variable 'date'",1,1,0,0,0,0,0,0,0
group157,"java.lang.NullPointerException: while trying to invoke the method java.lang.Object.toString() of a null object loaded from local variable 'key' java.lang.NullPointerException (errorId=736763c7-d815-4146-9342-391fc6eaf4ee, fingerprint=9ca18ae4e78adb5929b817ca6419104f343f3cc0, timestamp=2020-10-12T13:13:07.550+1100): while trying to invoke the method java.lang.Object.toString() of a null object loaded from local variable 'key'",1,1,0,0,0,0,0,0,0
group158,"java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.client.javabean.UserJB.getPreferencesVOX() of a null object returned from com.plateausystems.elms.client.struts.student.MergeStudentsAction.getUserJB(javax.servlet.http.HttpSession) Unable to download, id=2838770",1,1,0,0,0,0,0,0,0
group159,"java.lang.NullPointerException: while trying to invoke the method java.lang.String.matches(java.lang.String) of a null object loaded from local variable 'number' Failed to get user information or check read permission, user Id: 06673",1,1,0,0,0,0,0,0,0
group160,"java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.bo.trainingevent.valueobject.TrainingEventVOX.getComponentTypeID() of a null object loaded from local variable 'vo' Unable to download, id=4174678",1,1,0,0,0,0,0,0,0
group161,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.fo.bean.eo.TerritoryEO.getId() of a null object returned from com.successfactors.hris.bean.eo.PersonGlobalInfoEO.getCountry()  ExceptionRootCauseTag=ac9c70aa6c07f6aa84c453f7f1b15bb53971fc19,ExceptionStackTraceTag=7c49ce37aca2b112c6fb6e0e98667fefecd07b39",1,1,0,0,0,0,0,0,0
group162,java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.bo.program.api.valueobject.UserProgramVOX.getCompletionDate() of a null object loaded from local variable 'userProgramVOX' ,1,1,0,0,0,0,0,0,0
group163,java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmcandidate.bean.CandidateBean.isInternalCandidate() of a null object loaded from local variable 'candidate'  Job Execution failed.,1,1,0,0,0,0,0,0,0
group164,java.lang.NullPointerException: while trying to invoke the method com.successfactors.authentication.service.saml2.SFMetadata.getSamlEnable() of a null object loaded from local variable 'metadata'  runtime error in handling SAML2 message,1,1,0,0,0,0,0,0,0
group165,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.tenantrefreshcore.bean.businessobjects.TenantRefreshOverallPostRefreshExecActivity.getActivityStatus() of a null object loaded from local variable 'tenantRefreshOverallPostRefreshExecActivity' : Receive SFUserSyncCompletion event error. com.successfactors.standardevent.StandardEntityEvent@5cbc5827,1,1,0,0,0,0,0,0,0
group166,java.lang.NullPointerException: while trying to invoke the method com.successfactors.tenantrefreshcore.bean.businessobjects.TenantRefreshOverallPostRefreshExecActivity.getActivityStatus() of a null object loaded from local variable 'tenantRefreshOverallPostRefreshExecActivity' IrisSubscriber com.successfactors.usermanagement.tenantrefresh.service.subscriber.IrisUserManagementRefreshUserSyncStatusSubscriber threw exception while trying to invoke the method com.successfactors.tenantrefreshcore.bean.businessobjects.TenantRefreshOverallPostRefreshExecActivity.getActivityStatus() of a null object loaded from local variable 'tenantRefreshOverallPostRefreshExecActivity',1,1,0,0,0,0,0,0,0
group167,"java.lang.NullPointerException: while trying to invoke the method com.successfactors.documentgeneration.app.MappingTokenMeta.getType() of a null object loaded from local variable 'mRule' java.lang.NullPointerException (errorId=bb5661f4-0ae7-4e31-b7d2-a55519b1cbe6, fingerprint=a6d984a0934a027b1d2d6c41c7593f1ddde46e01, timestamp=2020-10-12T02:10:26.353+0000): while trying to invoke the method com.successfactors.documentgeneration.app.MappingTokenMeta.getType() of a null object loaded from local variable 'mRule'",1,1,0,0,0,0,0,0,0
group168,Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmjobreq.ui.fb.FBAddCompetency2Req.getMessages() of a null object loaded from local variable 'fb' Unable to render the field [competencies:competencies,1,1,0,0,0,0,0,0,0
group169,java.lang.NullPointerException: while trying to invoke the method com.successfactors.rcmjobreq.ui.fb.FBAddCompetency2Req.getMessages() of a null object loaded from local variable 'fb'  threw exception,1,1,0,0,0,0,0,0,0
group170,java.lang.NullPointerException: while trying to invoke the method java.lang.Long.longValue() of a null object returned from com.successfactors.rcmassessment.bean.RCMAssessmentOrderAcknowledgement.getOrderId()  Failed to process the Job application,1,1,0,0,0,0,0,0,0
group171,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getLocale() of a null object loaded from field com.successfactors.hris.util.help.ECHelpHelper.params of an object loaded from local variable 'this' ExceptionRootCauseTag=dba4a8eb428a2532d7f946776f188d83fc76e083,ExceptionStackTraceTag=113a0ecf7e4694dbb39f90c9556a9581b5445944",1,1,0,0,0,0,0,0,0
group172,"TotalStackTree: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getCompanyBean() of a null object returned from com.successfactors.successline.service.CPMFacadeImpl.getParamBean() ExceptionRootCauseTag=b33e50bf4dda7462221edc38d5ba7392f6ffe1bf,ExceptionStackTraceTag=29131e76fde19340b58cc12e56d2ebc37c48cc4b",1,1,0,0,0,0,0,0,0
group173,"Caused by: java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getCompanySchema() of a null object loaded from field com.successfactors.genericobject.app.sql.AbstractSQLGenerator.params of an object loaded from local variable 'this' ExceptionRootCauseTag=6c63c3deab906282d24cc3780e5fada93e4ba51e,ExceptionStackTraceTag=9922881ea99097461c665c54136f864a90d31a31",1,1,0,0,0,0,0,0,0
group174,java.lang.NullPointerException: while trying to invoke the method com.successfactors.platform.bean.ParamBean.getCompanySchema() of a null object loaded from field com.successfactors.genericobject.app.sql.AbstractSQLGenerator.params of an object loaded from local variable 'this'  with root cause,1,1,0,0,0,0,0,0,0
group175,java.lang.NullPointerException: while trying to invoke the method com.plateausystems.elms.bo.component.valueobject.ComponentPK.getRevisionDate() of a null object loaded from local variable 'revisedCpntPK' Exception in processing EmailConsumerMDB event.,1,1,0,0,0,0,0,0,0
group176,Caused by: java.lang.NullPointerException: while trying to invoke the method java.lang.Object.getClass() of a null object loaded from local variable 'object' exception root cause,1,1,0,0,0,0,0,0,0
